WATER_SYST,ZIP_CODE
CA1010013,93628
CA1010013,93633
CA1000056,93602
CA1910006,90704
CA4500290,96056
CA4500107,96007
CA3690006,92880
CA3690006,91709
CA3690006,91708
CA3690006,91710
CA3690006,91762
CA4900637,95421
CA0600013,95932
CA0600013,95970
CA1900529,91702
CA3500925,95023
CA4900907,95401
CA1210314,95554
CA1210314,95569
CA3301055,92223
CA4900667,94951
CA1000546,93234
CA0310011,95666
CA3010062,92708
CA3010062,92704
CA3010062,92683
CA3010062,92703
CA3010062,92843
CA3010062,92844
CA3010062,92706
CA3010062,92868
CA3010062,92845
CA3010062,92841
CA3010062,92840
CA3010062,90680
CA3010062,90720
CA3010062,92804
CA3010062,92802
CA3010062,90630
CA3900543,95304
CA4900536,95472
CA4900536,95465
CA4901405,95442
CA1000105,93706
CA4901445,95407
CA3600094,92407
CA4901407,95407
CA4901412,95441
CA4901444,95472
CA4901403,95441
CA4901277,95448
CA4901356,95448
CA3500006,95023
CA1000194,93725
CA0810003,95531
CA3301380,92254
CA0400073,95973
CA1410007,93514
CA0707547,94513
CA0707547,94548
CA0707547,94561
CA0400004,95942
CA0710007,94513
CA0710007,94531
CA0710007,94509
CA0710007,94511
CA0710007,94561
CA1010018,93630
CA1400069,92384
CA1000585,93640
CA4900973,95476
CA2800532,94574
CA1502545,93314
CA5010014,95361
CA4910309,95450
CA4910309,95421
CA4910029,95472
CA4910029,95465
CA1510024,93307
CA1900555,91390
CA1900555,91384
CA3010053,92626
CA3010053,92663
CA3010053,92627
CA3010053,92646
CA3010053,92648
CA3010053,92708
CA3010053,90742
CA3010053,92649
CA3010053,90743
CA3010053,92647
CA3010053,92683
CA3010053,90740
CA1510019,93308
CA1510019,93314
CA1510019,93263
CA1907014,91390
CA2700772,95039
CA1200681,95528
CA1710009,95485
CA5400556,93271
CA0707597,94561
CA4901168,95472
CA1909644,91702
CA0900592,96150
CA1000260,93651
CA1000260,93602
CA5402047,93618
CA4400584,95033
CA3600270,92256
CA3400139,95837
CA0202565,44
CA0202564,95364
CA0202564,44
CA0202557,96120
CA0202566,44
CA4400704,95006
CA4900585,95404
CA4900859,95472
CA3610701,92327
CA3610701,92311
CA1900556,91390
CA1500591,93527
CA1910046,91722
CA1910046,91740
CA1910046,91741
CA1910046,91702
CA1000182,93656
CA0707569,94511
CA0707569,94561
CA1300628,92274
CA3700933,92070
CA3700933,92061
CA0400138,95941
CA3010041,90742
CA3010041,92649
CA3010041,90743
CA3010041,92683
CA3010041,90803
CA3010041,90740
CA3010041,92845
CA3010041,90815
CA3010041,90720
CA1000085,93657
CA2310002,95482
CA2310005,95482
CA2600700,93546
CA1310800,92233
CA1910029,91745
CA1910029,90601
CA1910029,91744
CA1910029,91746
CA4901061,95476
CA2701498,93907
CA2701498,95012
CA2701498,95076
CA2000865,93643
CA4901156,95401
CA1910167,90270
CA1910167,90255
CA1910167,90058
CA1910167,90023
CA0900587,96120
CA0900587,96150
CA5601122,93022
CA5601122,93023
CA1010026,93704
CA1010026,93710
CA1010026,93711
CA1010026,93650
CA1010026,93720
CA4210013,93117
CA4210013,93463
CA5301102,96091
CA1000383,93631
CA1000039,93657
CA1000039,93619
CA4300983,95037
CA1510005,93250
CA1510005,93215
CA3705074,92027
CA2300731,95482
CA1500494,93307
CA1510017,93555
CA1510017,93527
CA1000019,93608
CA1910077,90280
CA1910077,90002
CA1910077,90001
CA1910077,90255
CA1910077,90058
CA1910077,90011
CA1910011,90280
CA1910011,90240
CA1910011,90201
CA1910011,90270
CA1910011,90040
CA1910011,90255
CA0710004,94513
CA0710004,94531
CA0710004,94561
CA1910212,91770
CA1910212,91731
CA1910212,91776
CA1910212,91706
CA1910212,91780
CA1910212,91007
CA1910212,91006
CA1910212,91010
CA1910212,91016
CA1910155,90245
CA1910155,90746
CA1910155,90747
CA1910155,90504
CA1910155,90278
CA1910155,90220
CA1910155,90248
CA1910155,90506
CA1910155,90260
CA1910155,90266
CA1910155,90247
CA1910155,90249
CA1910155,90250
CA1910155,90061
CA1910155,90059
CA1910155,90304
CA1910155,90303
CA1910155,90047
CA1910155,90044
CA1910155,90045
CA1910155,90301
CA1910155,90305
CA1910020,91780
CA1910020,91775
CA1910020,91007
CA1910020,91107
CA3010002,92870
CA3010002,92886
CA3010002,92835
CA3010002,92823
CA3010002,92821
CA3010002,91748
CA3010002,90631
CA3010002,91765
CA0900410,95682
CA1910022,91789
CA1910022,91768
CA4901274,95476
CA4901274,94559
CA3610851,92880
CA3610851,91708
CA2900546,95959
CA3110036,96145
CA2701676,93930
CA0400014,95916
CA0300028,95669
CA1610007,93230
CA4901423,95448
CA0409183,95973
CA4000805,93420
CA1000457,93662
CA1510013,93250
CA4000230,93420
CA3500913,95045
CA4000803,93446
CA4000507,93453
CA4000507,93422
CA2400091,93635
CA4000789,93465
CA4000789,93446
CA2400327,95340
CA2400334,95301
CA2400335,95315
CA4000504,93420
CA2400326,95334
CA2400322,95369
CA3110003,95631
CA5000091,95361
CA4300979,95020
CA4901334,95448
CA4600103,96125
CA0707511,94598
CA0707550,94561
CA3310044,92501
CA3310044,92324
CA3310044,92509
CA3310044,92316
CA3600152,92350
CA3600152,92354
CA3110019,95631
CA3110019,96145
CA3110019,96146
CA3110019,95724
CA3110019,96161
CA4210700,93436
CA4210700,93437
CA4210700,93455
CA4210700,93429
CA4210700,93434
CA1300668,92251
CA4000653,93442
CA1910083,90245
CA1910083,90254
CA1910083,90278
CA1910083,90260
CA1910083,90266
CA1910083,90250
CA0900529,96150
CA3410030,95630
CA3410030,95746
CA0500104,95252
CA1000265,93602
CA0600008,95912
CA0706028,94513
CA4000654,93446
CA5410034,93207
CA3601010,92365
CA0300077,95669
CA3700958,92086
CA0105008,95112
CA1900505,93591
CA0900516,95735
CA0900516,95721
CA5410024,93215
CA0310008,95640
CA0202506,96120
CA1000566,93725
CA3600383,92267
CA3600157,92356
CA1910073,90732
CA1910073,90275
CA1910073,90274
CA1910073,90717
CA1910073,90710
CA1910073,90505
CA1910073,90501
CA5000346,95356
CA5000347,95358
CA5000383,95313
CA3600226,92282
CA3600226,92240
CA3600226,92256
CA3600226,92284
CA2702475,93906
CA2700740,95076
CA2700709,93907
CA2300638,95437
CA1500211,93309
CA5210005,96080
CA5210005,96022
CA2100508,94965
CA4200851,93455
CA4200731,93117
CA4200579,93105
CA4200633,93108
CA2701926,93907
CA3400138,95690
CA3410007,95825
CA3410007,95864
CA3410007,95821
CA2702572,93908
CA1200687,95526
CA4200918,93105
CA2100557,94970
CA2100557,94924
CA2701171,93450
CA4200580,93111
CA4200580,93105
CA2000512,93622
CA5200556,96021
CA3000940,92675
CA1910004,90720
CA1910004,90630
CA1910004,90808
CA1910004,90716
CA1910004,90715
CA1910004,90701
CA1910004,90703
CA0910007,96150
CA1000078,93619
CA1210011,95542
CA1210011,95560
CA1910195,90723
CA1910195,90280
CA3410026,95825
CA3410026,95815
CA1910157,91776
CA1910157,91780
CA1910157,91775
CA1910157,91108
CA1910157,91007
CA1910157,91107
CA1910027,93591
CA1910027,92301
CA1910027,93535
CA1910075,91342
CA1710013,95461
CA3301028,92561
CA2710850,93960
CA2710851,93960
CA4000802,93465
CA4000802,93446
CA3110023,96145
CA3110023,96140
CA3200114,95971
CA3701184,92036
CA3701184,92004
CA5000389,95307
CA5200657,96055
CA4210006,93436
CA3600184,92314
CA0707625,94553
CA0707625,94520
CA3600180,92307
CA3600200,92307
CA3600156,92356
CA3701747,91916
CA3701747,92036
CA3600262,91759
CA3600262,93563
CA3710008,92055
CA3710008,92028
CA3710008,92590
CA3610043,92327
CA3610043,92311
CA0400012,95948
CA0410008,95965
CA5305402,96046
CA2000526,93644
CA4900799,95407
CA4310014,95014
CA4310014,94087
CA4310014,94024
CA4310014,94086
CA4310014,94040
CA4310014,94041
CA4310014,94085
CA4310014,95051
CA4310014,95054
CA4310014,94035
CA4310014,94043
CA4310014,94089
CA3700922,91905
CA3200155,95971
CA5000165,95361
CA5000165,95230
CA2700669,93907
CA5000295,95358
CA2000551,93604
CA4901265,94951
CA4901265,95404
CA2700999,93927
CA2000608,93720
CA2000608,93730
CA4901215,95472
CA2701687,93932
CA4910021,94923
CA5000274,95358
CA3200102,96106
CA1900975,91390
CA0707568,94509
CA4210007,93013
CA4210007,93067
CA4210007,93103
CA4210007,93108
CA4210007,93105
CA0500028,95223
CA2310003,95482
CA4901222,95448
CA5000482,95380
CA1009214,93608
CA1009214,93640
CA5000238,95363
CA5000238,95304
CA5000561,95356
CA5000483,95361
CA5000578,95313
CA5000586,95360
CA5000061,95313
CA2100565,94965
CA2100565,94941
CA3310030,92549
CA4100503,94060
CA2110006,94946
CA2110006,94956
CA2110006,94952
CA3301850,92274
CA0400142,95942
CA5810700,95692
CA5810700,95903
CA5810700,95901
CA3701780,92036
CA5010300,95323
CA5010300,95329
CA5010300,95386
CA5500104,95370
CA5000134,95363
CA4000765,93420
CA4000670,93446
CA2400134,95301
CA3205006,96122
CA4000506,93420
CA5000175,95361
CA2110001,94937
CA3301267,92373
CA3510006,95023
CA3205001,96137
CA2010002,93637
CA2010002,93638
CA1000345,93622
CA1910067,90245
CA1910067,90293
CA1910067,90094
CA1910067,90292
CA1910067,90291
CA1910067,90066
CA1910067,90405
CA1910067,90404
CA1910067,90813
CA1910067,90822
CA1910067,90731
CA1910067,90732
CA1910067,90802
CA1910067,90275
CA1910067,90744
CA1910067,90717
CA1910067,90710
CA1910067,90810
CA1910067,90745
CA1910067,90501
CA1910067,90502
CA1910067,90504
CA1910067,90248
CA1910067,90247
CA1910067,90250
CA1910067,90061
CA1910067,90059
CA1910067,90304
CA1910067,90002
CA1910067,90047
CA1910067,90044
CA1910067,90045
CA1910067,90301
CA1910067,90305
CA1910067,90003
CA1910067,90302
CA1910067,90001
CA1910067,90043
CA1910067,90056
CA1910067,90230
CA1910067,90058
CA1910067,90037
CA1910067,90062
CA1910067,90023
CA1910067,90063
CA1910067,90008
CA1910067,90011
CA1910067,90232
CA1910067,90089
CA1910067,90007
CA1910067,90018
CA1910067,90016
CA1910067,90034
CA1910067,90021
CA1910067,90015
CA1910067,90014
CA1910067,90013
CA1910067,90006
CA1910067,90019
CA1910067,90033
CA1910067,90035
CA1910067,90071
CA1910067,90017
CA1910067,90005
CA1910067,90057
CA1910067,90403
CA1910067,90402
CA1910067,90064
CA1910067,90025
CA1910067,90067
CA1910067,90073
CA1910067,90212
CA1910067,90265
CA1910067,90024
CA1910067,90211
CA1910067,90020
CA1910067,90012
CA1910067,90036
CA1910067,90048
CA1910067,90004
CA1910067,90026
CA1910067,90031
CA1910067,90038
CA1910067,90029
CA1910067,91754
CA1910067,91803
CA1910067,90032
CA1910067,91801
CA1910067,90069
CA1910067,90028
CA1910067,90046
CA1910067,90065
CA1910067,90039
CA1910067,90027
CA1910067,90068
CA1910067,91204
CA1910067,90041
CA1910067,91205
CA1910067,91030
CA1910067,90042
CA1910067,91608
CA1910067,91604
CA1910067,91522
CA1910067,91602
CA1910067,91607
CA1910067,91206
CA1910067,91423
CA1910067,91436
CA1910067,91364
CA1910067,91356
CA1910067,91316
CA1910067,91367
CA1910067,91411
CA1910067,91401
CA1910067,91371
CA1910067,91601
CA1910067,91201
CA1910067,91506
CA1910067,91505
CA1910067,91606
CA1910067,91208
CA1910067,91501
CA1910067,91105
CA1910067,91504
CA1910067,91605
CA1910067,91214
CA1910067,91352
CA1910067,91040
CA1910067,91042
CA1910067,91342
CA1910067,90095
CA1910067,90272
CA1910067,90049
CA1910067,90290
CA1910067,90077
CA1910067,90210
CA1910067,91302
CA1910067,91403
CA1910067,91406
CA1910067,91303
CA1910067,91335
CA1910067,91405
CA1910067,91307
CA1910067,91306
CA1910067,91402
CA1910067,91304
CA1910067,91325
CA1910067,91343
CA1910067,91324
CA1910067,91330
CA1910067,91331
CA1910067,91345
CA1910067,91326
CA1910067,91311
CA1910067,91340
CA1910067,93063
CA1910067,91344
CA1910067,91321
CA4901394,94952
CA4901431,95492
CA4901286,94954
CA4901433,95476
CA4901398,95401
CA2700773,95076
CA1910059,90620
CA1910059,90703
CA1910059,90621
CA1910059,92833
CA1910059,90638
CA1910059,90639
CA1910059,90670
CA1910059,90604
CA1910059,90631
CA1910059,90605
CA3900724,95209
CA1000261,93657
CA5000048,95361
CA0707503,94511
CA0707503,94561
CA5400505,93286
CA5400505,93603
CA4901255,95409
CA3110012,96140
CA3110012,96148
CA4910302,95452
CA4900687,95409
CA1000187,93662
CA1800534,96130
CA3110048,95648
CA3110048,95681
CA5610701,61
CA5610701,93042
CA5610701,93041
CA5610701,93033
CA5610701,93043
CA5610701,93035
CA4900714,94952
CA0610002,95932
CA1502699,93307
CA4900704,95448
CA4901193,95476
CA1300652,92250
CA4901343,95448
CA2000941,93643
CA3600185,92399
CA4500003,96073
CA3702236,92086
CA3702236,92059
CA4100512,94021
CA4100512,94060
CA3500505,95023
CA5000255,95313
CA5000384,95351
CA4901004,95441
CA4900871,95476
CA1000040,93602
CA1200590,95570
CA2702496,93960
CA3500578,95045
CA5000335,95358
CA3900653,95337
CA1910148,91006
CA1910148,91024
CA5000179,95361
CA5000427,95363
CA5000277,95361
CA1510032,93555
CA1510032,93523
CA1510032,93505
CA1510032,93528
CA1510032,93501
CA5610002,93015
CA1510001,93203
CA1510001,93307
CA1502260,93283
CA5601120,93060
CA5601120,93023
CA4900547,95404
CA1805006,96130
CA4300740,95033
CA4900508,95421
CA2701172,93930
CA5510026,95370
CA4900716,94952
CA1910024,91767
CA1910024,91786
CA1910024,91711
CA1910024,91750
CA1010339,93612
CA1010339,93710
CA5500119,95321
CA1910092,90640
CA1910092,90022
CA1910092,90063
CA1910092,91755
CA1910092,91754
CA1910092,91770
CA1910092,91803
CA1910092,91801
CA2400328,95334
CA2400330,95369
CA2400329,95303
CA2400332,93620
CA2400337,95334
CA2400339,95315
CA2400339,95380
CA2400340,95340
CA2400341,95315
CA1000080,93664
CA2400342,95315
CA2400343,95324
CA4901093,95401
CA4901093,95492
CA5500120,95310
CA1710004,95453
CA1900849,93544
CA1900849,93563
CA1900849,93543
CA1210024,95570
CA1000555,93626
CA1700733,95453
CA1200553,95569
CA1700685,95453
CA5000382,95380
CA0105012,94550
CA0105012,94586
CA4010011,93402
CA4010011,93442
CA0400143,95942
CA4000650,93420
CA4810013,95688
CA3910023,95304
CA3910023,95337
CA3910023,95330
CA4901413,95476
CA4901115,95472
CA4901312,95401
CA2700875,95076
CA1500455,93501
CA0310012,95665
CA0310012,95666
CA0310012,95642
CA0310012,95685
CA1400102,93514
CA2700534,93907
CA4710007,96094
CA4710007,96097
CA4710007,96064
CA2810003,94503
CA2810003,94534
CA2810003,95476
CA2810003,94559
CA2810003,94599
CA2810003,94574
CA2810003,94558
CA2810014,94558
CA4510005,96003
CA4510005,96007
CA4510005,96002
CA4510005,96001
CA4510005,96019
CA1400136,93514
CA4901261,95441
CA3600400,92308
CA1500546,93314
CA5000554,95326
CA2600624,93546
CA3500510,95023
CA3901303,95220
CA4210016,93455
CA4210016,93454
CA1900804,93535
CA5000474,95356
CA5000499,95358
CA5000517,95356
CA5000530,95386
CA5000527,95316
CA5000548,95316
CA5000584,95361
CA1502645,93308
CA5000590,95360
CA5000592,95361
CA1010029,93648
CA1010029,93616
CA1010029,93657
CA1500575,93307
CA5000044,95326
CA5000413,95326
CA3910012,95231
CA3910012,95206
CA3910012,95203
CA3910012,95205
CA3910012,95204
CA3910012,95336
CA3910012,95215
CA3910012,95212
CA3910012,95207
CA3910012,95219
CA3910012,95210
CA3910012,95209
CA3910012,95242
CA3910012,95240
CA5000593,95363
CA5000319,95307
CA5000490,95313
CA3500552,95023
CA3510004,93907
CA3510004,95076
CA3510004,95045
CA3510004,95004
CA5000595,95382
CA5000219,95316
CA5000224,95358
CA1500540,93561
CA4901030,95441
CA5410019,93292
CA5410019,93235
CA3100538,95747
CA3610705,92310
CA3700859,91906
CA3601036,92398
CA3500910,95023
CA5601125,93060
CA5602101,93033
CA5601110,93060
CA4900974,95472
CA4900974,95436
CA0310001,95642
CA1000590,93711
CA1000540,93662
CA1000528,93675
CA1000020,93664
CA1000024,93664
CA1000607,93622
CA3710015,92131
CA3710015,92128
CA3710015,92064
CA3710015,92065
CA3710015,92025
CA1000130,93621
CA1000129,93621
CA2410006,95315
CA2410006,95380
CA4900573,95404
CA4901283,95425
CA3900720,95212
CA1000186,93234
CA1000186,93627
CA1000186,93660
CA3600108,92407
CA1310301,92249
CA3210006,96137
CA3210006,96020
CA1700597,95469
CA5601201,93060
CA4901395,95448
CA0707532,94565
CA3900921,95304
CA3900921,95337
CA4901295,95452
CA2300646,95437
CA0800532,95531
CA5400903,93292
CA4901346,95407
CA1910021,90746
CA1910021,90220
CA1910021,90222
CA1910021,90061
CA1910021,90059
CA1910241,91011
CA2700771,95039
CA1502717,93561
CA2702388,95076
CA3600139,92356
CA3310029,92570
CA3310029,92571
CA5500016,95321
CA2701334,93924
CA2701334,93923
CA4901084,95448
CA4901084,95441
CA2702299,93920
CA1910161,90221
CA1910161,90262
CA0900311,95720
CA5602132,93021
CA1500327,93519
CA1500327,93501
CA4900543,94923
CA3610854,93562
CA3110043,96142
CA3110043,96141
CA5610011,93004
CA5610011,93066
CA5610011,93060
CA5610009,93041
CA5610009,93033
CA5610009,93043
CA5400769,93257
CA3600123,92311
CA1000270,93657
CA4600082,65
CA4500289,96088
CA1200547,95540
CA0202550,96120
CA5210500,96056
CA5410022,93265
CA2210002,95338
CA2010015,93249
CA2210003,93623
CA3910024,95212
CA4901272,95446
CA4901272,95421
CA2702539,93927
CA2700558,93907
CA5410515,93271
CA5304501,95563
CA2204101,95338
CA3010030,92624
CA3010030,92673
CA3010030,92629
CA3010030,92677
CA3010030,92675
CA3010030,92692
CA1510036,93555
CA1510036,93527
CA2100551,94952
CA2100553,94946
CA1000247,93657
CA1910086,90201
CA1910086,90270
CA1910086,90255
CA1910086,90058
CA4710012,96039
CA4900925,95476
CA1810003,96056
CA3110008,95662
CA3110008,95621
CA3110008,95843
CA3110008,95661
CA3110008,95678
CA3110008,95746
CA3110008,95747
CA3110008,95677
CA3110008,95765
CA3610850,92880
CA3610850,91708
CA3610850,91710
CA3301676,92561
CA2110002,94965
CA2110002,94920
CA2110002,94941
CA2110002,94970
CA2110002,94925
CA2110002,94924
CA2110002,94939
CA2110002,94964
CA2110002,94904
CA2110002,94957
CA2110002,94930
CA2110002,94901
CA2110002,94960
CA2110002,94973
CA2110002,94963
CA2110002,94938
CA2110002,94933
CA2110002,94903
CA2110002,94946
CA2110002,94949
CA2700728,93450
CA3010097,92655
CA3010097,92683
CA4900630,95421
CA1000524,93602
CA1010053,93664
CA5000562,95356
CA5000551,95357
CA2700662,95004
CA4810012,95688
CA4810012,95694
CA4200837,93460
CA0710006,94549
CA0710006,94523
CA0710006,94553
CA3601045,92308
CA2810013,94558
CA4900562,95476
CA1000602,93630
CA2400220,95374
CA2400220,95334
CA1000145,17
CA1000076,93664
CA4010025,93430
CA2400234,95301
CA2400218,95301
CA3710010,91978
CA3710010,92114
CA3710010,91977
CA3710010,91945
CA3710010,92115
CA3710010,91941
CA3710010,91942
CA3710010,92019
CA3710010,92120
CA3710010,92020
CA3710010,92119
CA3710010,92021
CA3710010,92071
CA3710010,92040
CA2400223,93610
CA2400208,93622
CA2400208,93635
CA1000051,93664
CA2400240,95340
CA2400255,95301
CA2400231,95322
CA2400211,95341
CA2400219,95340
CA2400304,95369
CA2400216,93610
CA2400307,95388
CA3010036,92672
CA3010036,92624
CA3010036,92673
CA3010036,92675
CA0510019,95236
CA0510019,95252
CA0510019,95220
CA4200881,93460
CA4200531,93463
CA5000202,95363
CA4200572,93105
CA5000581,95361
CA2701658,93927
CA2600620,93546
CA4901068,95448
CA3900563,95212
CA4901245,95409
CA2300610,95460
CA1510007,93225
CA1300009,92283
CA5000005,95360
CA5000005,95313
CA4901259,95448
CA4900949,95407
CA0300010,95640
CA0300010,95685
CA0300010,95669
CA4901106,95472
CA4901106,95465
CA4400571,95017
CA4400571,95060
CA4901044,94515
CA3610801,92407
CA4901262,95476
CA3410032,95630
CA2800039,94515
CA1200718,95536
CA4901360,95441
CA5210003,96055
CA1700508,95443
CA1700508,95423
CA4010901,93430
CA3600385,92359
CA2702393,93923
CA1200705,95570
CA3600196,92256
CA3600196,92284
CA2701231,93955
CA2701231,93907
CA3600158,92358
CA4010026,93444
CA4010026,93420
CA1200518,95536
CA4600037,96126
CA5410050,93219
CA5410800,93265
CA4500247,96022
CA1910117,90040
CA1910117,90640
CA1410503,92328
CA1800202,96130
CA0710003,94551
CA0710003,94514
CA0710003,94517
CA0710003,94598
CA0710003,94513
CA0710003,94531
CA0710003,94505
CA0710003,94521
CA0710003,94548
CA0710003,94509
CA0710003,94565
CA0710003,94511
CA0710003,94561
CA0710003,94585
CA0710003,94571
CA0710003,94549
CA0710003,94596
CA0710003,94597
CA0710003,94518
CA0710003,94523
CA0710003,94553
CA0710003,94519
CA0710003,94520
CA0710003,94569
CA0710003,94525
CA3901337,95212
CA4910310,95450
CA5000411,95356
CA0400013,95941
CA3301040,92201
CA2510002,96104
CA3200138,96105
CA5000372,95358
CA5000132,95361
CA4000815,93420
CA4000750,93444
CA4000750,93420
CA3610004,92324
CA3610004,92509
CA3610004,92337
CA3610004,92316
CA3610004,92376
CA3610004,92411
CA3610004,92336
CA3610004,92377
CA3610004,91759
CA3610004,92407
CA2700792,93907
CA1900100,93536
CA3205003,96106
CA3205003,96122
CA5500193,95370
CA3610062,92382
CA3610062,92314
CA1000406,93737
CA4900720,95403
CA2000530,93644
CA4810001,94510
CA4810001,94591
CA5810001,95901
CA3301879,92320
CA2400230,95340
CA4901297,94954
CA4901141,95465
CA1000554,93619
CA5000409,95358
CA2702588,93923
CA2702588,93940
CA4000744,93401
CA5000141,95356
CA4910304,94954
CA4900577,95448
CA4900794,95407
CA5000133,95358
CA0310003,95665
CA0310003,95642
CA0310003,95640
CA0310003,95685
CA5000239,95329
CA4000202,93401
CA2400318,95317
CA2702259,93908
CA2702259,93906
CA1400009,93514
CA4500007,96007
CA4500194,96007
CA4210019,93436
CA1502600,93314
CA5000401,95361
CA1910246,93536
CA5000400,95382
CA5000414,95380
CA5000263,95356
CA3710319,92004
CA5610063,91320
CA5610063,93012
CA5610063,91360
CA5610063,93065
CA5610063,93021
CA5000297,95385
CA4900560,95472
CA4901440,95409
CA4200556,93455
CA5210504,96071
CA4200616,93460
CA4200721,93117
CA0600050,95932
CA1000568,93725
CA1000550,93619
CA4810021,94590
CA4810021,94510
CA4810021,94591
CA4810021,94589
CA4810021,94503
CA4810021,94534
CA4810021,94592
CA3600321,92309
CA3600321,92364
CA1700549,95451
CA1700549,95453
CA4900514,95465
CA4900514,95450
CA2702431,93960
CA1503368,93283
CA5500124,95370
CA5500124,95372
CA3710004,92014
CA3710004,92075
CA3010010,92805
CA3010010,92801
CA3010010,92806
CA3010010,92831
CA3010010,92870
CA3010010,92832
CA3010010,90621
CA3010010,92833
CA3010010,90638
CA3010010,92835
CA3010010,92821
CA3010010,90631
CA4910002,95425
CA4500345,96051
CA3010094,92679
CA3010094,92630
CA3010094,92610
CA3010094,92676
CA3010094,92675
CA3010094,92692
CA3010094,92688
CA4901060,95450
CA0900401,95684
CA1503329,93531
CA0300087,95669
CA1510043,93283
CA1510043,93255
CA1710008,95453
CA1710008,95464
CA1710008,95423
CA1710008,95485
CA1210001,95524
CA1210001,95521
CA3610118,92398
CA0410005,95965
CA0410005,95966
CA1500251,93285
CA1500251,93238
CA1500251,26
CA1010004,93210
CA4110009,94066
CA4110009,94080
CA4110009,94015
CA4110009,94014
CA4110009,94005
CA0400162,95973
CA4901390,95448
CA4810701,94585
CA4810701,94571
CA4810701,94535
CA4810701,94533
CA4810701,95687
CA1200538,95554
CA3900813,95330
CA5200570,96080
CA3700934,92082
CA3700934,92061
CA3700934,92059
CA5410041,93274
CA1210006,95540
CA2701670,93907
CA2701297,93923
CA3600187,92373
CA3600187,92324
CA4200870,93455
CA4200870,93429
CA1910026,90805
CA1910026,90221
CA1910026,90220
CA1910026,90222
CA1910026,90262
CA1910026,90059
CA1910169,90280
CA1910169,90255
CA1000023,93737
CA4710500,96134
CA1910191,90703
CA1910191,90650
CA1910191,90670
CA1910191,90241
CA3710013,92021
CA3710013,92071
CA3710013,92040
CA5403084,93631
CA3900805,95304
CA0707556,94511
CA0707556,94561
CA4900669,95472
CA1900843,93535
CA2701036,93927
CA3010092,92603
CA3010092,92679
CA3010092,92660
CA3010092,92617
CA3010092,92630
CA3010092,92697
CA3010092,92612
CA3010092,92626
CA3010092,92614
CA3010092,92618
CA3010092,92627
CA3010092,92604
CA3010092,92707
CA3010092,92606
CA3010092,92620
CA3010092,92610
CA3010092,92780
CA3010092,92782
CA3010092,92705
CA3010092,92602
CA3010092,92676
CA3010092,92869
CA3010092,92808
CA3010092,92867
CA3010092,92651
CA3010092,92657
CA3010092,92653
CA3010092,92625
CA3010092,92692
CA3010092,92637
CA3010092,92882
CA3010092,92807
CA4210005,93110
CA3010037,92808
CA3010037,92807
CA3010037,92870
CA3010037,92887
CA3010037,92886
CA3010037,92823
CA3010037,91709
CA4810025,95688
CA4010081,93444
CA4210001,93001
CA4210001,93013
CA4210001,93108
CA4210001,93023
CA5403043,93292
CA5403043,93615
CA1502653,93283
CA2701310,93920
CA0110006,94587
CA0110006,94545
CA0110006,94544
CA0110006,94542
CA0110006,94541
CA0110006,94580
CA0110006,94578
CA0110006,94546
CA0110006,94552
CA0510001,95222
CA0510001,95247
CA0510001,95251
CA0510001,95246
CA2700518,95039
CA2400053,95317
CA3010046,92780
CA3010046,92782
CA3010046,92705
CA3010046,92701
CA3010046,92869
CA4200842,93458
CA2702009,93908
CA2702009,93940
CA1400518,93514
CA1210022,95589
CA2702328,93920
CA4200505,93460
CA4200505,93105
CA5602130,93066
CA2110007,94929
CA4901247,95476
CA4910306,95446
CA4200802,93460
CA4200802,93441
CA1000053,93656
CA1400522,93526
CA4901090,95448
CA4901090,95441
CA2701820,93926
CA4200804,93463
CA4200827,93460
CA4200862,93117
CA4200862,93463
CA4200848,93436
CA4200891,93427
CA4200924,93117
CA4200807,93460
CA4200807,93441
CA5000505,95380
CA5000493,95357
CA5000058,95360
CA5000058,95313
CA5000019,95358
CA5000019,95351
CA5000512,95326
CA5000536,95356
CA5710007,95627
CA2310013,95468
CA5000010,95329
CA4901062,95452
CA3701961,91916
CA4910305,94951
CA4910305,95442
CA4910305,95404
CA4400660,95076
CA5000555,95382
CA3310802,92239
CA5000563,95356
CA5000535,95356
CA4700513,96097
CA4700513,96044
CA1502465,93307
CA1009020,93210
CA1009020,93608
CA2410302,95374
CA2410302,95324
CA0510005,95257
CA0510005,95255
CA0510005,95666
CA3600088,92356
CA4910014,94951
CA4910014,94931
CA4910014,94928
CA4910014,95407
CA4910014,95404
CA1300517,92243
CA2710006,93908
CA3901031,95304
CA2702172,93924
CA0901230,51
CA4600061,65
CA2702315,93908
CA5201147,96080
CA5010035,95382
CA4010004,93445
CA4010004,93433
CA4010004,93420
CA4010004,93449
CA5500071,95327
CA1500579,93527
CA5700615,95694
CA5800821,95692
CA5700707,95616
CA5700707,95695
CA0706005,94511
CA5000307,95307
CA5810003,95961
CA5810003,95901
CA2400046,95340
CA3600008,92308
CA3600009,92308
CA2702030,93908
CA1300514,92259
CA1910144,91770
CA1910144,91776
CA1910144,91801
CA1910144,91780
CA1910144,91775
CA1910144,91108
CA2000729,93636
CA2000849,93601
CA0800548,95548
CA4900905,95404
CA1710006,95457
CA1710006,95422
CA5000480,95363
CA5000538,95357
CA5610014,93023
CA4900510,95425
CA3110047,96145
CA2500503,96116
CA2500503,96054
CA2500503,96101
CA1500344,93311
