Year,ZIP_CODE,Strata_Name,Count,Annotation_Code,Annotation_Desc
2022,92593,Total Population,,1.0,Cell suppressed for small numbers
2017,92593,Total Population,0.0,,
2015,92593,Total Population,0.0,,
2013,92593,Total Population,0.0,,
2019,92593,Total Population,,1.0,Cell suppressed for small numbers
2011,92595,Total Population,214.0,,
2017,92595,Total Population,280.0,,
2018,92595,Total Population,253.0,,
2015,92595,Total Population,239.0,,
2020,92595,Total Population,270.0,,
2012,92595,Total Population,228.0,,
2013,92595,Total Population,228.0,,
2019,92595,Total Population,257.0,,
2016,92595,Total Population,220.0,,
2021,92595,Total Population,334.0,,
2022,92595,Total Population,300.0,,
2014,92595,Total Population,208.0,,
2016,92596,Total Population,122.0,,
2017,92596,Total Population,96.0,,
2021,92596,Total Population,215.0,,
2018,92596,Total Population,121.0,,
2015,92596,Total Population,80.0,,
2022,92596,Total Population,218.0,,
2012,92596,Total Population,80.0,,
2013,92596,Total Population,83.0,,
2014,92596,Total Population,75.0,,
2011,92596,Total Population,79.0,,
2020,92596,Total Population,167.0,,
2019,92596,Total Population,128.0,,
2016,92599,Total Population,0.0,,
2012,92599,Total Population,0.0,,
2015,92599,Total Population,,1.0,Cell suppressed for small numbers
2021,92599,Total Population,0.0,,
2011,92599,Total Population,,1.0,Cell suppressed for small numbers
2020,92599,Total Population,0.0,,
2017,92599,Total Population,0.0,,
2019,92599,Total Population,,1.0,Cell suppressed for small numbers
2022,92599,Total Population,,1.0,Cell suppressed for small numbers
2013,92599,Total Population,0.0,,
2014,92599,Total Population,0.0,,
2018,92599,Total Population,,1.0,Cell suppressed for small numbers
2016,92602,Total Population,51.0,,
2020,92602,Total Population,70.0,,
2015,92602,Total Population,53.0,,
2019,92602,Total Population,61.0,,
2012,92602,Total Population,49.0,,
2013,92602,Total Population,41.0,,
2017,92602,Total Population,53.0,,
2018,92602,Total Population,71.0,,
2021,92602,Total Population,81.0,,
2022,92602,Total Population,90.0,,
2014,92602,Total Population,49.0,,
2011,92602,Total Population,30.0,,
2011,92603,Total Population,67.0,,
2020,92603,Total Population,69.0,,
2018,92603,Total Population,70.0,,
2016,92603,Total Population,79.0,,
2017,92603,Total Population,57.0,,
2019,92603,Total Population,77.0,,
2013,92603,Total Population,59.0,,
2022,92603,Total Population,82.0,,
2012,92603,Total Population,62.0,,
2015,92603,Total Population,72.0,,
2021,92603,Total Population,91.0,,
2014,92603,Total Population,63.0,,
2022,92604,Total Population,213.0,,
2016,92604,Total Population,176.0,,
2020,92604,Total Population,186.0,,
2019,92604,Total Population,158.0,,
2021,92604,Total Population,190.0,,
2013,92604,Total Population,153.0,,
2011,92604,Total Population,143.0,,
2012,92604,Total Population,145.0,,
2017,92604,Total Population,157.0,,
2015,92604,Total Population,165.0,,
2014,92604,Total Population,135.0,,
2018,92604,Total Population,158.0,,
2021,92605,Total Population,,1.0,Cell suppressed for small numbers
2022,92605,Total Population,,1.0,Cell suppressed for small numbers
2012,92605,Total Population,,1.0,Cell suppressed for small numbers
2016,92605,Total Population,0.0,,
2017,92605,Total Population,0.0,,
2020,92605,Total Population,,1.0,Cell suppressed for small numbers
2011,92605,Total Population,0.0,,
2018,92605,Total Population,0.0,,
2014,92605,Total Population,0.0,,
2015,92605,Total Population,,1.0,Cell suppressed for small numbers
2013,92605,Total Population,0.0,,
2019,92605,Total Population,,1.0,Cell suppressed for small numbers
2014,92606,Total Population,63.0,,
2011,92606,Total Population,52.0,,
2021,92606,Total Population,88.0,,
2019,92606,Total Population,71.0,,
2022,92606,Total Population,90.0,,
2018,92606,Total Population,74.0,,
2012,92606,Total Population,52.0,,
2013,92606,Total Population,59.0,,
2020,92606,Total Population,75.0,,
2015,92606,Total Population,69.0,,
2016,92606,Total Population,79.0,,
2017,92606,Total Population,64.0,,
2020,92607,Total Population,,1.0,Cell suppressed for small numbers
2016,92607,Total Population,0.0,,
2022,92607,Total Population,0.0,,
2021,92607,Total Population,0.0,,
2018,92607,Total Population,,1.0,Cell suppressed for small numbers
2017,92607,Total Population,,1.0,Cell suppressed for small numbers
2013,92607,Total Population,0.0,,
2015,92607,Total Population,0.0,,
2011,92607,Total Population,0.0,,
2012,92607,Total Population,,1.0,Cell suppressed for small numbers
2014,92607,Total Population,,1.0,Cell suppressed for small numbers
2019,92607,Total Population,0.0,,
2011,92609,Total Population,0.0,,
2022,92609,Total Population,0.0,,
2019,92609,Total Population,0.0,,
2020,92609,Total Population,0.0,,
2021,92609,Total Population,0.0,,
2017,92609,Total Population,,1.0,Cell suppressed for small numbers
2014,92609,Total Population,0.0,,
2012,92609,Total Population,0.0,,
2015,92609,Total Population,0.0,,
2013,92609,Total Population,,1.0,Cell suppressed for small numbers
2016,92609,Total Population,,1.0,Cell suppressed for small numbers
2018,92609,Total Population,0.0,,
2022,92610,Total Population,42.0,,
2012,92610,Total Population,27.0,,
2011,92610,Total Population,25.0,,
2015,92610,Total Population,24.0,,
2017,92610,Total Population,33.0,,
2013,92610,Total Population,22.0,,
2016,92610,Total Population,28.0,,
2020,92610,Total Population,40.0,,
2021,92610,Total Population,43.0,,
2018,92610,Total Population,36.0,,
2019,92610,Total Population,28.0,,
2014,92610,Total Population,21.0,,
2013,92612,Total Population,153.0,,
2022,92612,Total Population,171.0,,
2019,92612,Total Population,145.0,,
2014,92612,Total Population,145.0,,
2017,92612,Total Population,143.0,,
2018,92612,Total Population,152.0,,
2020,92612,Total Population,163.0,,
2015,92612,Total Population,167.0,,
2016,92612,Total Population,154.0,,
2021,92612,Total Population,169.0,,
2011,92612,Total Population,140.0,,
2012,92612,Total Population,160.0,,
2012,92614,Total Population,75.0,,
2011,92614,Total Population,87.0,,
2014,92614,Total Population,76.0,,
2022,92614,Total Population,119.0,,
2013,92614,Total Population,92.0,,
2017,92614,Total Population,84.0,,
2021,92614,Total Population,107.0,,
2016,92614,Total Population,95.0,,
2020,92614,Total Population,118.0,,
2019,92614,Total Population,92.0,,
2018,92614,Total Population,91.0,,
2015,92614,Total Population,93.0,,
2012,92615,Total Population,0.0,,
2015,92615,Total Population,,1.0,Cell suppressed for small numbers
2017,92615,Total Population,,1.0,Cell suppressed for small numbers
2013,92615,Total Population,0.0,,
2020,92615,Total Population,0.0,,
2014,92615,Total Population,0.0,,
2011,92615,Total Population,,1.0,Cell suppressed for small numbers
2021,92615,Total Population,,1.0,Cell suppressed for small numbers
2022,92615,Total Population,,1.0,Cell suppressed for small numbers
2016,92615,Total Population,0.0,,
2018,92615,Total Population,0.0,,
2019,92615,Total Population,0.0,,
2015,92616,Total Population,,1.0,Cell suppressed for small numbers
2017,92616,Total Population,0.0,,
2012,92616,Total Population,0.0,,
2011,92616,Total Population,0.0,,
2014,92616,Total Population,0.0,,
2016,92616,Total Population,0.0,,
2020,92616,Total Population,0.0,,
2013,92616,Total Population,0.0,,
2019,92616,Total Population,0.0,,
2021,92616,Total Population,0.0,,
2022,92616,Total Population,0.0,,
2018,92616,Total Population,0.0,,
2019,92617,Total Population,11.0,,
2013,92617,Total Population,,1.0,Cell suppressed for small numbers
2011,92617,Total Population,11.0,,
2022,92617,Total Population,17.0,,
2021,92617,Total Population,18.0,,
2017,92617,Total Population,11.0,,
2012,92617,Total Population,,1.0,Cell suppressed for small numbers
2016,92617,Total Population,,1.0,Cell suppressed for small numbers
2018,92617,Total Population,12.0,,
2015,92617,Total Population,11.0,,
2014,92617,Total Population,12.0,,
2020,92617,Total Population,11.0,,
2014,92618,Total Population,61.0,,
2013,92618,Total Population,39.0,,
2020,92618,Total Population,108.0,,
2019,92618,Total Population,101.0,,
2012,92618,Total Population,57.0,,
2015,92618,Total Population,64.0,,
2018,92618,Total Population,89.0,,
2022,92618,Total Population,152.0,,
2016,92618,Total Population,75.0,,
2017,92618,Total Population,85.0,,
2011,92618,Total Population,50.0,,
2021,92618,Total Population,168.0,,
2013,92619,Total Population,,1.0,Cell suppressed for small numbers
2014,92619,Total Population,0.0,,
2019,92619,Total Population,0.0,,
2022,92619,Total Population,,1.0,Cell suppressed for small numbers
2018,92619,Total Population,0.0,,
2011,92619,Total Population,0.0,,
2012,92619,Total Population,0.0,,
2016,92619,Total Population,0.0,,
2020,92619,Total Population,0.0,,
2015,92619,Total Population,,1.0,Cell suppressed for small numbers
2017,92619,Total Population,,1.0,Cell suppressed for small numbers
2021,92619,Total Population,0.0,,
2013,92620,Total Population,158.0,,
2019,92620,Total Population,177.0,,
2016,92620,Total Population,177.0,,
2020,92620,Total Population,182.0,,
2011,92620,Total Population,126.0,,
2015,92620,Total Population,151.0,,
2018,92620,Total Population,186.0,,
2012,92620,Total Population,170.0,,
2022,92620,Total Population,200.0,,
2021,92620,Total Population,200.0,,
2014,92620,Total Population,150.0,,
2017,92620,Total Population,181.0,,
2017,92623,Total Population,,1.0,Cell suppressed for small numbers
2018,92623,Total Population,,1.0,Cell suppressed for small numbers
2011,92623,Total Population,0.0,,
2022,92623,Total Population,,1.0,Cell suppressed for small numbers
2012,92623,Total Population,,1.0,Cell suppressed for small numbers
2021,92623,Total Population,,1.0,Cell suppressed for small numbers
2013,92623,Total Population,0.0,,
2020,92623,Total Population,,1.0,Cell suppressed for small numbers
2014,92623,Total Population,,1.0,Cell suppressed for small numbers
2019,92623,Total Population,0.0,,
2015,92623,Total Population,,1.0,Cell suppressed for small numbers
2016,92623,Total Population,0.0,,
2011,92624,Total Population,73.0,,
2015,92624,Total Population,55.0,,
2022,92624,Total Population,87.0,,
2021,92624,Total Population,68.0,,
2014,92624,Total Population,67.0,,
2017,92624,Total Population,61.0,,
2018,92624,Total Population,64.0,,
2012,92624,Total Population,66.0,,
2013,92624,Total Population,75.0,,
2019,92624,Total Population,85.0,,
2016,92624,Total Population,61.0,,
2020,92624,Total Population,71.0,,
2013,92625,Total Population,108.0,,
2017,92625,Total Population,148.0,,
2020,92625,Total Population,126.0,,
2022,92625,Total Population,139.0,,
2015,92625,Total Population,136.0,,
2021,92625,Total Population,133.0,,
2019,92625,Total Population,132.0,,
2016,92625,Total Population,132.0,,
2011,92625,Total Population,118.0,,
2012,92625,Total Population,126.0,,
2014,92625,Total Population,128.0,,
2018,92625,Total Population,129.0,,
2014,92626,Total Population,308.0,,
2015,92626,Total Population,300.0,,
2011,92626,Total Population,320.0,,
2022,92626,Total Population,381.0,,
2013,92626,Total Population,309.0,,
2016,92626,Total Population,333.0,,
2018,92626,Total Population,370.0,,
2019,92626,Total Population,369.0,,
2020,92626,Total Population,366.0,,
2017,92626,Total Population,344.0,,
2021,92626,Total Population,371.0,,
2012,92626,Total Population,317.0,,
2018,92627,Total Population,332.0,,
2022,92627,Total Population,430.0,,
2013,92627,Total Population,326.0,,
2015,92627,Total Population,351.0,,
2011,92627,Total Population,359.0,,
2019,92627,Total Population,362.0,,
2012,92627,Total Population,312.0,,
2014,92627,Total Population,322.0,,
2016,92627,Total Population,351.0,,
2017,92627,Total Population,359.0,,
2020,92627,Total Population,406.0,,
2021,92627,Total Population,382.0,,
2019,92628,Total Population,,1.0,Cell suppressed for small numbers
2021,92628,Total Population,,1.0,Cell suppressed for small numbers
2017,92628,Total Population,0.0,,
2022,92628,Total Population,0.0,,
2011,92628,Total Population,,1.0,Cell suppressed for small numbers
2015,92628,Total Population,,1.0,Cell suppressed for small numbers
2016,92628,Total Population,,1.0,Cell suppressed for small numbers
2018,92628,Total Population,0.0,,
2014,92628,Total Population,0.0,,
2013,92628,Total Population,,1.0,Cell suppressed for small numbers
2012,92628,Total Population,0.0,,
2020,92628,Total Population,0.0,,
2016,92629,Total Population,178.0,,
2011,92629,Total Population,198.0,,
2019,92629,Total Population,222.0,,
2012,92629,Total Population,221.0,,
2022,92629,Total Population,268.0,,
2013,92629,Total Population,206.0,,
2018,92629,Total Population,235.0,,
2015,92629,Total Population,201.0,,
2020,92629,Total Population,230.0,,
2014,92629,Total Population,199.0,,
2017,92629,Total Population,212.0,,
2021,92629,Total Population,223.0,,
2018,92630,Total Population,385.0,,
2011,92630,Total Population,326.0,,
2021,92630,Total Population,497.0,,
2020,92630,Total Population,435.0,,
2014,92630,Total Population,378.0,,
2019,92630,Total Population,450.0,,
2017,92630,Total Population,384.0,,
2015,92630,Total Population,380.0,,
2022,92630,Total Population,473.0,,
2016,92630,Total Population,389.0,,
2013,92630,Total Population,369.0,,
2012,92630,Total Population,336.0,,
2020,92637,Total Population,590.0,,
2012,92637,Total Population,624.0,,
2015,92637,Total Population,585.0,,
2013,92637,Total Population,605.0,,
2018,92637,Total Population,591.0,,
2014,92637,Total Population,582.0,,
2011,92637,Total Population,624.0,,
2021,92637,Total Population,597.0,,
2016,92637,Total Population,580.0,,
2019,92637,Total Population,595.0,,
2017,92637,Total Population,595.0,,
2022,92637,Total Population,630.0,,
2013,92646,Total Population,443.0,,
2021,92646,Total Population,586.0,,
2020,92646,Total Population,507.0,,
2019,92646,Total Population,493.0,,
2012,92646,Total Population,439.0,,
2022,92646,Total Population,549.0,,
2014,92646,Total Population,469.0,,
2016,92646,Total Population,466.0,,
2018,92646,Total Population,479.0,,
2017,92646,Total Population,469.0,,
2015,92646,Total Population,470.0,,
2011,92646,Total Population,436.0,,
2014,92647,Total Population,353.0,,
2015,92647,Total Population,414.0,,
2012,92647,Total Population,357.0,,
2017,92647,Total Population,417.0,,
2022,92647,Total Population,466.0,,
2016,92647,Total Population,393.0,,
2018,92647,Total Population,415.0,,
2019,92647,Total Population,402.0,,
2020,92647,Total Population,471.0,,
2013,92647,Total Population,350.0,,
2011,92647,Total Population,331.0,,
2021,92647,Total Population,439.0,,
2020,92648,Total Population,362.0,,
2016,92648,Total Population,338.0,,
2022,92648,Total Population,381.0,,
2015,92648,Total Population,318.0,,
2011,92648,Total Population,337.0,,
2019,92648,Total Population,322.0,,
2018,92648,Total Population,321.0,,
2017,92648,Total Population,346.0,,
2013,92648,Total Population,305.0,,
2021,92648,Total Population,415.0,,
2012,92648,Total Population,309.0,,
2014,92648,Total Population,310.0,,
2022,92649,Total Population,347.0,,
2013,92649,Total Population,260.0,,
2017,92649,Total Population,278.0,,
2014,92649,Total Population,251.0,,
2016,92649,Total Population,244.0,,
2015,92649,Total Population,270.0,,
2019,92649,Total Population,280.0,,
2012,92649,Total Population,236.0,,
